id,reference,pretrained_hyp,finetuned_hyp,pretrained_correct,finetuned_correct
1956,सामान के ट्रांसपोर्ट के लिए जहाज़ों का इस्तेमाल करना समुद्रों के एक सिरे से दूसरे सिरे तक बड़ी मात्रा में लोगों और सामान को लाने और ले जाने का बहुत ज़्यादा प्रभावी तरीका है,शामान के ट्रास्फोट के लिए जाहाजो का इस्तमाल करना समुद्रो के एक सीरे से दुस्रे सीरे तक बडी भात्रा में लोगो और शामान को लाने और लेजाने का बहुत स्यादा प्रभावी तरीका है,start 2 05 end 2 86 speaker id 213009 text जी मिस्ट्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे,False,False
1861,जिसके परिणामस्वरूप मंच पर कलाकार गांजे भरी सिगरटें पीते हैं और ये थिएटर खुद दर्शकों को भी इसमें साथ शामिल होने के लिए प्रेरित करते हैं,जिसके परनाम स्वरुप मंच्पर काला कार गानजे भरी सिग्रेट पीते हैं और ये थेर्टर खुट दर्शको को भी इस में साथ शामिल होने के लिए प्रेरिग करते हैं,start 0 23 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब,False,False
1849,अगर आपने फ़िल्म नेशनल ट्रेज़र देखी है तो आपको लगेगा कि स्वतंत्रता के घोषणा पत्र के पीछे एक ख़ज़ाने का नक्शा लिखा गया था,अगर आप आप ने फिल्म नेशनल ट्रेजर दिखी है तो आप को लगेगा की सोटन्तिता के रोषना पत्र के पीछे एक खाजानी का नक्षा लिखा लिखा रहा था,start 0 23 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब,False,False
1960,कहा जाता है कि वह 20 साल की उम्र में ही जीर्ण हो गया था एक बयान में बीबर ने कहा हांलांकि मैं मौजूद नहीं था और न ही सीधे इस दुखद दुर्घटना से जुड़ा हुआ था मेरी संवेदनाएं और प्रार्थनाएं पीड़ित के परिवार के साथ हैं,कहा जाता है कि वे 20 साल की उमर मेही जील नूगगया था एक बयान में भीबर ने कहा हाला की मैं मुझुद नहीं ता और नहीं सीदे इस दुकद दूरगतना से जुला हूँए ता मेरी समवेडनाय और प्रातनाय पीडद के परिवार के साथ है,start 0 23 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब,False,False
1985,यह संबंधित है लेकिन आम तौर पर इसमें अल्पाइन शैली की स्की टूरिंग या माउंटेनीयरिंग शामिल नहीं होती है जिसे खड़े इलाकों में किया जाता है और जिसके लिए बहुत कड़ी स्की और बूट की ज़रूरत होती है,आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ� आप आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ� आ�,start 0 21 end 14 07 speaker id 256866 text जी मिस्ट्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे,False,False
1922,बेशक इस परंपरा के पीछे ईसाई धर्मशास्त्र के स्पष्टीकरण दिए जाते हैं लेकिन एक प्री क्रिश्चयन स्प्रिंग और फ़र्टिलिटी रस्म भी हो सकती है,बेशक इस परबरा के पीछे इसाई दह्रम शास्तर के स्पष्टी करन्दिये जाते हैं लेकिन एक प्री क्रिश्ट्चन स्प्रिंग और फर्टिलिती रस्म भी हो सकती है,start 0 05 end 14 52 speaker id 214507 text जी मिस्टेट के हम लोग जरूर हैं बट अलगअलग डिस्ट्रिक्ट के हैं बट एक ही स्टेट के हैं तो उसके सामने उसको एक ही बुरा लगता था कि हर चीज का सॉल्यूशन हो भी इमोशनल हो जाता था तो उसका कहना यही था कि तुम जो है ना मतलब रोया मतलब रोया मतलब रोया मतलब आोया मतलब आोया मतलब नेकिन जो आप जो मुझे अम अपना लेना था अपने जो हैया जो मुझे आपने अपने बड़ेटेस्टेस्टेस्टेस्टेस्टेस्टेस्टेस्टेस्टेस्टेस्टेस्टेस्टेस्टेस्टेस्टेस्टेस्टेस्,False,False
1952,जो भी ऊंचाई या पहाड़ी दर्रे पर गाड़ी चलाने जा रहा है उसे हिम बर्फ या ठंड के तापमान की संभावना के विचार को मन में रखना चाहिए,जो भी हुचाई या पहाडी दर्रे पर गाडी चलाने जारा है उसे हिम बर्फ या धाप्मान की संबाबनाक के विचार को मन में रखना चाही है,start 0 23 end 14 04 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1937,हालांकि लगभग रातों रात इन योजनाओं को तब बनाया गया था जब सोवियत की यूनियन रेड आर्मी के 800 000 से ज़्यादा सैनिकों ने पोलैंड के पूर्वी क्षेत्रों पर हमला करने के बाद प्रवेश करते हुए बेलारूसी और यूक्रेनी मोर्चे खड़े कर दिए थे उन्होंने यह रिगा शांति संधि द सोवियत पॉलिश नॉन एग्रेशन पैक्ट और अन्य अंतरराष्ट्रीय द्विपक्षीय और बहुपक्षीय दोनों तरह की संधियों का उल्लंघन करते हुए किया था,आला की लगवा ग्रातो रात इन योजनाों को तब बनाया गया आ था जब सोवियत की यून्यन रेडार्मी के आट्लाक सी ज्यादा सेनिको ने पूलन्ट के पूर्विक शित्रो वर हम्ला करने के बाद प्रवेश करते हुए बेला रुसी और उक्रेनी मुर्चे करे कर दिये थे उनोने ये रीगा शान्ती संदी दा सोवियत पालिष नान एग्रेशन पैक्ट और अने अंतर आश्त्रिदवी पक्ष्यब और भहु पक्ष्य दुनो तरा की संदियों का उलंगन गरते वोए कियत पूलिष नाणेग्रेशन पक्ट और अन्यान्तर आश्ट्रेद्वी पक्ष्यब और भहुपक्ष्ये दोनो तराकी सन्धियों का उलंगन गरते वोई किया था,start 0 21 end 14 07 speaker id 256866 text जी मिस्ट्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे,False,False
1868,वहीं स्पेक्ट्रम का दूसरा सिरा कोई व्यक्ति किसी ऐसे अपिरिचित व्यक्ति का रूप लेता है जिसे लगता है कि उसे टीम में सब कुछ बदल देना चाहिए और उसे अपने हिसाब से बनाना चाहिए,वही स्प्रट्रम का दुस्रा सिरा कोई वेख्ती किसी असे अपरिच्ध वेख्ती का रूप लेता है जिसे लकता है कि उसर तीम में सब कोई बड़ल देना जाहिए और उसे अपने हिसाप से बनाना जाहिए,start 1 04 end 15 11 speaker id 256866 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1925,किया गया अधिकांश काम सैद्धांतिक था लेकिन सैजिटेरियस गैलेक्सी से बने ऑब्ज़र्वेशन को सिम्युलेट करने के लिए प्रोग्राम को लिखा गया था,किया गया दिकार्श काम सैध्दान्तिक ता लेकिन सैजी तेर्यस गलैक्सी से बने अबजर्वेशन को सिमौलेट करने के लिए प्रुराम को लिखा गया था,start 0 01 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1719,गंभीर मौसम किसी भी खतरनाक मौसमी घटना के लिए वर्गीय शब्द है जिसमें नुकसान गंभीर सामाजिक व्यवधान या मानव जीवन की हानि की संभावना है,गमभीर मोजम किसी भी खतरनाग मोजमी खतनाउ के लिए वर्गिय शब्द है जिस में नुखसान गमभीर सामाजिक विववदान या मानाउ जीवन की हानी की समभाँना है,start 0 17 end 14 07 speaker id 256866 text जी मिस्ट्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे,False,False
1687,अलगाव और पुनर्संयोजन भिन्नता प्रत्येक पीढ़ी के साथ दो पूलों के बीच आगे पीछे होती रहती है,आल्गाव और पुनर सैयुजन बिन्नता प्रतिक पिटी के साथ दो पुलो के भीज आगे पिटी होती रहती है,start 0 17 end 14 07 speaker id 256866 text जी मिस्ट्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे,False,False
2009,पौधों से सबसे आसानी से मिलने वाले संसाधनों में पत्तियों और फलियों में मिलने वाले प्रोटीन होते लेकिन हम जैसे प्राइमेट्स के लिए उसे पकाए बिना पचाना मुश्किल होता है,पोद़ से सबसे आसानी से मिलनेवाले संसादन में पत्तियो और पलियो में मिलनेवाले प्रोटिन होते लेकिन हम जैसे प्रामेल्ट्स के लिए उसे पकाई बिना पचाना मुस्किल होता है,start 1 04 end 15 11 speaker id 256866 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1973,लेकिन भूमध्य रेखा के कुछ ही डिग्री उत्तर में मौजूद अत्यधिक उष्णकटिबंध” में होने की वजह से आपको गर्मी हमेशा और तेज़ धूप जब आसमान साफ़ हो जो कि ज़्यादातर होता है का सामना करना पड़ेगा,लेकिन भूम दिरेखा के कुछे दिक्री उतर में मुझुद अत्यदेक वूश्नुध कर्टि बन्द में हुने की वजा से आपको गर्मी हमेशा और तेस दुप जब आस्मान साफ हो जो की जादतर होता है का सामना करना पडेगा,start 0 01 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1746,पौधे फ़ोटोसिंथेसिस द्वारा सूर्य से अपना भोजन बनाते हैं वह छाया भी देते हैं,पोडे फोटो सिंटेसिस दूरा सुरे से अपना भूजर मनाते हैं वाच्या भी देते हैं,start 0 01 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1853,जियानकार्लो फिशिचेला ने अपनी कार पर नियंत्रण खो दिया और शुरू करने के कुछ समय बाद ही दौड़ समाप्त कर दी,जियान कारलो पशी चेला ने अपनी कार पर नियंटरन खो दिया और शुरू करने के कुछ समें बादी तोर समाप्त करती,start 0 17 end 14 07 speaker id 256866 text जी मिस्ट्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे,False,False
1675,साई के साथ साथ सभी संज्ञा शब्द हमेशा अंग्रेज़ी के बड़े अक्षर से ही शुरू होते हैं भले ही वे वाक्य के बीच में ही क्यों न हों,साई के साई साई साई सईबी संगया शब्द हमेशा अंगरीजी के बड़े अख्शर से ही शुरूगोते हैं बले ही वेवागके के बीच में ही क्यो ना हों,start 0 23 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1723,1889 में यह बंदरगाह कुख्यात नौसैनिक गतिरोध का ठिकाना था उस समय जर्मनी अमेरिका और ब्रिटेन के सात जहाजों ने इस बंदरगाह से जाने से इनकार कर दिया था,अटारासो उन्नासी में यह बंदरगा क्युक्या तनो से निक गतिरोद का तिकाना ता उस्समल जर्मनी अमरिका अरभिटन के साथ जहा जोने इस बंदरगा से जाने से निकार कर दियाथा,start 0 05 end 14 14 speaker id 256866 text जी मिस्ट्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे,False,False
1788,अमेरिकी जिमनास्टिक्स संयुक्त राज्य ओलंपिक समिति के पत्र का समर्थन करता है साथ ही सभी एथलीटों को एक सुरक्षित माहौल देने के लिए ओलंपिक परिवार के होने की अहमियत स्वीकार करता है,अमेर की जिमनास्टिक सईन्युप्त्राज अलंपिक समेटी के पट्रका समर्ठन करता है साथ ही सभी अत्लीटों को एक सुरच्छित महाल देने के लिए अलंपिक परवार के होने की अहमियत को श्विकार करता है,start 0 21 end 14 07 speaker id 256866 text जी मिस्टेट के हम लोग जरूर हैं बट अलगअलग डिस्ट्रिक्ट के हैं बट एक ही स्टेट के हैं तो उसके सामने उसको एक ही बुरा लगता था कि हर चीज का सॉल्यूशन हो भी इमोशनल हो जाता था तो उसके सामने सामने सामने सामने उसके सामने सामने सामने उसके सामने सामने सामने उसके सामने सामने सामने सामने उसके सामने सामने सामने सामने सामने सामने सामने उसके सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने सामने स,False,False
1661,यह कहते हुए कि वे चीन के आर्थिक उत्पादन के आधार पर बनाए जाएंगे उन्होंने कटौती के लिए कोई आंकड़ा निर्धारित नहीं किया,यह कहते हुए वे चीन के आर्थिक उत्पादन के आजार पर बनाए जाएंगे उनो ने कटोटी किले कोई आकला निजादित नहीं किया,start 3 27 end 16 86 speaker id 108626 text जी मैं पूरा हो गए थी जब मैं अपने जो होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता होता ह,False,False
1965,ये ज़्यादातर रेत के तट हैं जहां तैरना सुरक्षित माना जाता है इनमें से ज़्यादातर में पोहुकुटावा पेड़ों की छाया रहती है,ये ज़ाददर रेद की तथे जहां तेरना सुरक्सित माना जाता है इन में से ज़ाददर में पोहु कुदवा पेडो किप चापा रहती है,start 0 06 end 14 14 speaker id 256866 text जी मिस्ट्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे,False,False
1919,यह शहर अफ़्रीका के कुछ सबसे सस्ते पहाड़ी गोरिल्ला ट्रेकिंग के साथ ही नायरागोंगो ज्वालामुखी की चढ़ाई करने का बेस भी है,योशर अप्रीका के कुछ सबसे सस्ते पहली गुरिला ट्रेकिं के साथ ही नारा गुंगोजाला मुखी की चडाए करने का बेज भी है,start 0 23 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब,False,False
1859,मध्य युग के अंत में पश्चिमी यूरोप ने अपनी शैली विकसित करना शुरू कर दिया धर्मयुद्ध के परिणामस्वरूप उस समय के सबसे बड़े विकास में से एक लोगों ने कपड़ों को बांधने के लिए बटन का उपयोग करना शुरू किया,मद्योग के अन्त में पश्छिम यूरोप ने अपनी श्यली विखसित करना शरू कर दिया है दर्म युध के पन्नाम स्वरूप उस समय के सबसे बड़े विकास में से एक लोगोंने कप्रों का बान्दने कर लिए बतन का अपियों करना शरू किया,start 0 21 end 14 07 speaker id 256866 text जी मिस्ट्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे मिस्टेट के बारे,False,False
1737,शेर प्राइड नामक बड़े समूहों में रहने वाली सबसे बड़ी सामाजिक बिल्लियां हैं,सेर प्राइट नाम के बड़़ सम्मे रहने वाली सबसे बडी समाजिक भिल्या है,start 0 23 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
1998,उनके पैरों में पपड़ियां और पंजे हैं वे अंडे देते हैं और वे किसी टी रेक्स की तरह अपने दो पीछे वाले पैरों पर चलते हैं,उनके पेरो में पप्रिया और पन्जे हैं वेरन्दे जेते हैं और वे किसी ती रेक्स गी तरा अपने दो पीचे वाले पेरों पर चलते हैं,start 0 01 end 14 14 speaker id 216849 text जी जी मतलब इसके बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक बारे मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब एक मतलब,False,False
